Job Title,Skills
CSR Manager (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Field Coordinator (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Social Researcher (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Human Rights Advocate (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Disaster Management Officer (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Community Mobilizer (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Project Officer NGO (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Counseling Psychologist Assistant (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Victim Support Officer (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Social Audit Coordinator (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Rural Development Officer (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Public Health Coordinator (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Volunteer Coordinator (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Advocacy Officer (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Social Protection Officer (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Gender Specialist (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Community Relations Executive (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Welfare Officer (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Behavior Change Communication Officer (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Development Officer (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Social Impact Analyst (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Resettlement Officer (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
NGO Fundraising Executive (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Monitoring and Evaluation Officer (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Program Evaluator (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Social Policy Analyst (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Community Engagement Specialist (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Extension Officer (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Youth Counselor (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Elder Care Coordinator (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Outreach Program Manager (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
NGO Operations Executive (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Social Inclusion Officer (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Field Investigator (MSW),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"


Sales Executive (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Marketing Executive (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Customer Service Executive (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Operations Executive (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Procurement Executive (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Logistics Coordinator (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Warehouse Supervisor (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Retail Store Manager (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Business Development Executive (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Supply Chain Executive (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Inventory Controller (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Purchase Officer (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Export Executive (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Import Executive (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Merchandiser (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Inside Sales Executive (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Field Sales Officer (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Relationship Manager (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Telecaller (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Customer Success Executive (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Administrative Officer (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Office Manager (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Documentation Executive (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Compliance Officer (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Quality Executive (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Training Executive (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Event Manager (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Hotel Operations Executive (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Restaurant Manager (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Front Office Executive (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Air Cargo Executive (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Fleet Coordinator (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Branch Operations Executive (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Collection Officer (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Loan Processing Officer (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Insurance Advisor (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Claims Executive (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Vendor Coordinator (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Service Advisor (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Travel Coordinator (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Retail Buyer (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Market Research Executive (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Franchise Executive (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Channel Coordinator (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Business Coordinator (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Facility Manager (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Customer Retention Executive (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Operations Coordinator (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Commercial Executive (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Procurement Analyst (Non IT),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"


Clinical Research Associate (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Pharmacovigilance Associate (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Regulatory Affairs Associate (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Medical Writer (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Quality Assurance Executive (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Quality Control Analyst (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Formulation Scientist (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Drug Safety Associate (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Clinical Data Manager (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Validation Executive (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Production Executive Pharma (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Medical Information Specialist (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Bioanalytical Scientist (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Industrial Pharmacist (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Hospital Pharmacist (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Medical Science Liaison (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Pharmaceutical Sales Executive (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Clinical Project Manager (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Drug Regulatory Officer (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Pharmacokinetics Scientist (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Toxicology Scientist (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Medical Reviewer (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
GMP Auditor (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Clinical Trial Coordinator (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Regulatory Submission Specialist (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Drug Development Scientist (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Pharmacy Manager (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Research Pharmacist (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Analytical Chemist Pharma (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Microbiology Analyst (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Pharmaceutical Consultant (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Medical Affairs Executive (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Drug Inspection Officer (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Packaging Development Executive (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Stability Analyst (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Clinical SAS Programmer (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Pharma Marketing Executive (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Therapeutic Area Specialist (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Regulatory Compliance Officer (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Quality Systems Executive (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Pharmacoeconomics Analyst (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Medical Coding Specialist (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Validation Specialist (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Formulation Development Executive (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Drug Information Associate (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Clinical Operations Executive (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Technology Transfer Executive (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
API Production Executive (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Clinical Documentation Specialist (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"
Pharmaceutical Trainer (MPharma),"Domain Knowledge, Communication, MS Excel, Reporting, Problem Solving"

Software Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Backend Developer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Frontend Developer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Full Stack Developer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Data Scientist (CS),"Programming, Problem Solving, SQL, Communication, Git"
Data Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Machine Learning Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
AI Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Cloud Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
DevOps Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Site Reliability Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Cybersecurity Analyst (CS),"Programming, Problem Solving, SQL, Communication, Git"
Security Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Network Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Database Administrator (CS),"Programming, Problem Solving, SQL, Communication, Git"
Systems Administrator (CS),"Programming, Problem Solving, SQL, Communication, Git"
QA Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Automation Tester (CS),"Programming, Problem Solving, SQL, Communication, Git"
Mobile App Developer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Android Developer (CS),"Programming, Problem Solving, SQL, Communication, Git"
iOS Developer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Game Developer (CS),"Programming, Problem Solving, SQL, Communication, Git"
AR VR Developer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Blockchain Developer (CS),"Programming, Problem Solving, SQL, Communication, Git"
IoT Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Embedded Systems Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Solutions Architect (CS),"Programming, Problem Solving, SQL, Communication, Git"
Technical Support Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Business Intelligence Developer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Data Analyst (CS),"Programming, Problem Solving, SQL, Communication, Git"
MLOps Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
NLP Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Computer Vision Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Platform Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Release Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Build Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
CRM Developer (CS),"Programming, Problem Solving, SQL, Communication, Git"
ERP Developer (CS),"Programming, Problem Solving, SQL, Communication, Git"
API Developer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Software Architect (CS),"Programming, Problem Solving, SQL, Communication, Git"
Application Support Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
IT Auditor (CS),"Programming, Problem Solving, SQL, Communication, Git"
Information Security Analyst (CS),"Programming, Problem Solving, SQL, Communication, Git"
Cloud Security Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Kubernetes Administrator (CS),"Programming, Problem Solving, SQL, Communication, Git"
Linux Administrator (CS),"Programming, Problem Solving, SQL, Communication, Git"
Windows Administrator (CS),"Programming, Problem Solving, SQL, Communication, Git"
GIS Developer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Research Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Product Analyst (CS),"Programming, Problem Solving, SQL, Communication, Git"
Data Governance Analyst (CS),"Programming, Problem Solving, SQL, Communication, Git"
Cloud Consultant (CS),"Programming, Problem Solving, SQL, Communication, Git"
Technical Consultant (CS),"Programming, Problem Solving, SQL, Communication, Git"
Infrastructure Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Systems Analyst (CS),"Programming, Problem Solving, SQL, Communication, Git"
Technology Analyst (CS),"Programming, Problem Solving, SQL, Communication, Git"
Integration Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Performance Tester (CS),"Programming, Problem Solving, SQL, Communication, Git"
Software Tester (CS),"Programming, Problem Solving, SQL, Communication, Git"
Web Developer (CS),"Programming, Problem Solving, SQL, Communication, Git"
React Developer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Python Developer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Java Developer (CS),"Programming, Problem Solving, SQL, Communication, Git"
PHP Developer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Node.js Developer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Database Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Cloud Administrator (CS),"Programming, Problem Solving, SQL, Communication, Git"
IT Operations Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Digital Solutions Engineer (CS),"Programming, Problem Solving, SQL, Communication, Git"
Technical Account Manager (CS),"Programming, Problem Solving, SQL, Communication, Git"

Data Scientist (MSc Data Science),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Machine Learning Analyst (MSc Data Science),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
AI Research Associate (MSc Data Science),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Data Engineer (MSc Data Science),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Business Intelligence Analyst (MSc Data Science),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Biostatistician (MSc Statistics),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Statistical Analyst (MSc Statistics),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Quantitative Analyst (MSc Statistics),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Survey Statistician (MSc Statistics),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Risk Modeling Analyst (MSc Statistics),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Research Scientist (MSc Physics),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Optics Engineer (MSc Physics),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Scientific Officer (MSc Physics),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Simulation Specialist (MSc Physics),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Materials Analyst (MSc Physics),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Analytical Chemist (MSc Chemistry),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
R&D Chemist (MSc Chemistry),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Quality Control Chemist (MSc Chemistry),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Chemical Analyst (MSc Chemistry),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Formulation Chemist (MSc Chemistry),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Biotechnologist (MSc Biotechnology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Genomics Specialist (MSc Biotechnology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Bioinformatics Analyst (MSc Biotechnology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Molecular Biologist (MSc Biotechnology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Cell Culture Specialist (MSc Biotechnology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Microbiologist (MSc Microbiology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Clinical Microbiologist (MSc Microbiology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Food Safety Analyst (MSc Microbiology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Microbiology Researcher (MSc Microbiology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Sterility Assurance Officer (MSc Microbiology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Environmental Scientist (MSc Environmental Science),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Environmental Consultant (MSc Environmental Science),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Sustainability Analyst (MSc Environmental Science),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Ecologist (MSc Environmental Science),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Environmental Auditor (MSc Environmental Science),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Food Technologist (MSc Food Science),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Food Quality Analyst (MSc Food Science),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Food Safety Officer (MSc Food Science),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Sensory Analyst (MSc Food Science),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Product Development Scientist (MSc Food Science),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Genetic Counselor (MSc Genetics),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Genomics Analyst (MSc Genetics),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Genetics Research Associate (MSc Genetics),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Molecular Genetics Specialist (MSc Genetics),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Clinical Genetics Coordinator (MSc Genetics),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Forensic Scientist (MSc Forensic Science),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Crime Scene Analyst (MSc Forensic Science),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Forensic Toxicologist (MSc Forensic Science),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
DNA Analyst (MSc Forensic Science),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Forensic Laboratory Officer (MSc Forensic Science),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Actuarial Analyst (MSc Mathematics),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Mathematical Modeler (MSc Mathematics),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Operations Research Analyst (MSc Mathematics),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Quantitative Researcher (MSc Mathematics),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Data Modeling Specialist (MSc Mathematics),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Wildlife Biologist (MSc Zoology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Zoological Researcher (MSc Zoology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Conservation Scientist (MSc Zoology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Animal Behavior Specialist (MSc Zoology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Biodiversity Analyst (MSc Zoology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Plant Scientist (MSc Botany),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Botanical Researcher (MSc Botany),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Agricultural Biologist (MSc Botany),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Plant Tissue Culture Specialist (MSc Botany),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Herbarium Curator (MSc Botany),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Geologist (MSc Geology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Hydrogeologist (MSc Geology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Exploration Geologist (MSc Geology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Geoscience Analyst (MSc Geology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Mining Geologist (MSc Geology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Biochemist (MSc Biochemistry),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Clinical Biochemist (MSc Biochemistry),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Protein Scientist (MSc Biochemistry),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Metabolomics Analyst (MSc Biochemistry),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Biochemical Research Associate (MSc Biochemistry),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Clinical Research Coordinator (MSc Clinical Research),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Clinical Data Associate (MSc Clinical Research),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Clinical Trial Associate (MSc Clinical Research),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Medical Research Officer (MSc Clinical Research),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Research Compliance Specialist (MSc Clinical Research),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Nanotechnology Researcher (MSc Nanotechnology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Nanomaterials Scientist (MSc Nanotechnology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Nano Fabrication Engineer (MSc Nanotechnology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Research Associate Nanotech (MSc Nanotechnology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Nanoscience Analyst (MSc Nanotechnology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Marine Biologist (MSc Marine Biology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Ocean Research Associate (MSc Marine Biology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Marine Conservation Officer (MSc Marine Biology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Fisheries Scientist (MSc Marine Biology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Aquatic Ecologist (MSc Marine Biology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Epidemiologist (MSc Epidemiology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Public Health Researcher (MSc Epidemiology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Disease Surveillance Analyst (MSc Epidemiology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Health Data Scientist (MSc Epidemiology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Outbreak Investigation Officer (MSc Epidemiology),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Agricultural Scientist (MSc Agriculture),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Crop Research Associate (MSc Agriculture),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Soil Analyst (MSc Agriculture),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Agronomy Specialist (MSc Agriculture),"Research, Analysis, Documentation, Statistics, Domain Knowledge"
Agricultural Extension Officer (MSc Agriculture),"Research, Analysis, Documentation, Statistics, Domain Knowledge"


Design Engineer (Engineering Mechanical),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Production Engineer (Engineering Mechanical),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Maintenance Engineer (Engineering Mechanical),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Quality Engineer (Engineering Mechanical),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Project Engineer (Engineering Mechanical),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Site Engineer (Engineering Civil),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Structural Design Engineer (Engineering Civil),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Quantity Surveyor (Engineering Civil),"Technical Skills, Design, Analysis, Problem Solving, Communication"
Construction Planner (Engineering Civil),"Technical Skills, Design, Analysis, Problem Solving, Communication"
